file_path,device,is_behavior,set_type,type_label,brand_label,device_label,sample_file,sample_base,seq_feature_path,raw_feature_path,behavior_type,idle_group
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00013_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_on__00013.csv,tplink-plug__android_lan_on__00013,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00013_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00013_raw.npz,android_lan_on,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00027_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_on__00027.csv,tplink-plug__android_lan_on__00027,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00027_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00027_raw.npz,android_lan_on,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00006_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_on__00006.csv,tplink-plug__android_lan_on__00006,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00006_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00006_raw.npz,android_lan_on,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00041_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_on__00041.csv,tplink-plug__android_lan_on__00041,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00041_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00041_raw.npz,android_lan_on,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00001_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_on__00001.csv,tplink-plug__android_lan_on__00001,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00001_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00001_raw.npz,android_lan_on,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00029_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_on__00029.csv,tplink-plug__android_lan_on__00029,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00029_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00029_raw.npz,android_lan_on,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00015_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_on__00015.csv,tplink-plug__android_lan_on__00015,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00015_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00015_raw.npz,android_lan_on,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00036_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_on__00036.csv,tplink-plug__android_lan_on__00036,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00036_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00036_raw.npz,android_lan_on,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00017_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_on__00017.csv,tplink-plug__android_lan_on__00017,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00017_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00017_raw.npz,android_lan_on,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00037_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_on__00037.csv,tplink-plug__android_lan_on__00037,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00037_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00037_raw.npz,android_lan_on,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00016_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_on__00016.csv,tplink-plug__android_lan_on__00016,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00016_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00016_raw.npz,android_lan_on,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00028_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_on__00028.csv,tplink-plug__android_lan_on__00028,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00028_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00028_raw.npz,android_lan_on,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00008_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_on__00008.csv,tplink-plug__android_lan_on__00008,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00008_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00008_raw.npz,android_lan_on,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00011_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_on__00011.csv,tplink-plug__android_lan_on__00011,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00011_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00011_raw.npz,android_lan_on,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00014_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_on__00014.csv,tplink-plug__android_lan_on__00014,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00014_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00014_raw.npz,android_lan_on,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00009_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_on__00009.csv,tplink-plug__android_lan_on__00009,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00009_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00009_raw.npz,android_lan_on,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00026_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_on__00026.csv,tplink-plug__android_lan_on__00026,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00026_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_on/tplink-plug__android_lan_on__00026_raw.npz,android_lan_on,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00009_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_off__00009.csv,tplink-plug__android_lan_off__00009,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00009_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00009_raw.npz,android_lan_off,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00006_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_off__00006.csv,tplink-plug__android_lan_off__00006,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00006_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00006_raw.npz,android_lan_off,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00037_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_off__00037.csv,tplink-plug__android_lan_off__00037,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00037_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00037_raw.npz,android_lan_off,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00001_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_off__00001.csv,tplink-plug__android_lan_off__00001,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00001_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00001_raw.npz,android_lan_off,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00019_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_off__00019.csv,tplink-plug__android_lan_off__00019,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00019_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00019_raw.npz,android_lan_off,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00035_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_off__00035.csv,tplink-plug__android_lan_off__00035,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00035_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00035_raw.npz,android_lan_off,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00033_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_off__00033.csv,tplink-plug__android_lan_off__00033,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00033_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00033_raw.npz,android_lan_off,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00015_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_off__00015.csv,tplink-plug__android_lan_off__00015,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00015_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00015_raw.npz,android_lan_off,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00040_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_off__00040.csv,tplink-plug__android_lan_off__00040,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00040_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00040_raw.npz,android_lan_off,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00010_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_off__00010.csv,tplink-plug__android_lan_off__00010,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00010_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00010_raw.npz,android_lan_off,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00026_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_off__00026.csv,tplink-plug__android_lan_off__00026,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00026_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00026_raw.npz,android_lan_off,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00007_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_off__00007.csv,tplink-plug__android_lan_off__00007,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00007_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00007_raw.npz,android_lan_off,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00045_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_off__00045.csv,tplink-plug__android_lan_off__00045,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00045_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00045_raw.npz,android_lan_off,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00039_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_off__00039.csv,tplink-plug__android_lan_off__00039,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00039_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00039_raw.npz,android_lan_off,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00038_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_off__00038.csv,tplink-plug__android_lan_off__00038,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00038_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00038_raw.npz,android_lan_off,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00025_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_off__00025.csv,tplink-plug__android_lan_off__00025,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00025_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00025_raw.npz,android_lan_off,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00028_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_off__00028.csv,tplink-plug__android_lan_off__00028,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00028_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00028_raw.npz,android_lan_off,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00044_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_off__00044.csv,tplink-plug__android_lan_off__00044,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00044_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00044_raw.npz,android_lan_off,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00031_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_off__00031.csv,tplink-plug__android_lan_off__00031,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00031_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00031_raw.npz,android_lan_off,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00004_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_off__00004.csv,tplink-plug__android_lan_off__00004,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00004_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00004_raw.npz,android_lan_off,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00030_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_off__00030.csv,tplink-plug__android_lan_off__00030,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00030_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00030_raw.npz,android_lan_off,
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00021_stat.csv,tplink-plug,1,unknown,HomeAutomation,Tp-link,tplink-plug,tplink-plug__android_lan_off__00021.csv,tplink-plug__android_lan_off__00021,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00021_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/tplink-plug/activity/android_lan_off/tplink-plug__android_lan_off__00021_raw.npz,android_lan_off,
